username,id,language,retweets_count,tweet,hashtags,replies_count,cashtags,name,likes_count,created_at
inputoutputhk,1452587352321310726,en,242,NEW BLOG: Certification will bring high assurance to the development of decentralized applications on #Cardano. It ensures that security checks are performed prior to any #DApp deployment while smart contracts are continually audited for code security.  https://t.co/tsv4IQNMOc,"['cardano', 'dapp']",57,[],Input Output,1132,2021-10-25 10:46:27 UTC
inputoutputhk,1452311435313352709,en,226,"ICYMI: “The creation of a cross-chain NFT bridge between Ethereum and #Cardano marks a pivotal moment in the transition from legacy blockchain technology to one of the most hotly anticipated ‘third generation’ networks.”  Harry Liu, CEO, @BondlyFinance    https://t.co/8fYZFUhjIn.",['cardano'],68,[],Input Output,1053,2021-10-24 16:30:03 UTC
inputoutputhk,1452197673260535813,en,55,"🛠️ Are you #BuildingOnCardano?  🤔 Got a technical question?  👀 Looking for answers to support development?  👉 Sign up to #Cardano Stack Exchange (it only takes a minute!), bring your questions and the community will answer!   https://t.co/UsI2iCxK7M","['buildingoncardano', 'cardano']",9,[],Input Output,294,2021-10-24 08:58:00 UTC
inputoutputhk,1451651582135840781,en,65,"Every Friday, we publish our weekly #Cardano development update. So for the lowdown on what IOG's dev team has been working on last week, head on over and take a look👇   https://t.co/OCoCC2MDLw  https://t.co/G2a3zFBeHt",['cardano'],10,[],Input Output,461,2021-10-22 20:48:02 UTC
inputoutputhk,1451605543714439171,en,102,"On the last Thursday of each month, we bring you #Cardano360 with the latest news and updates on all things #Cardano.   Join us on Thursday 28th, 16:30 UTC for the October edition of #Cardano360   Subscribe to be alerted once we go live:  https://t.co/KUnhUBZfDx   #Cardano $ADA  https://t.co/V3HxtlJxHH","['cardano360', 'cardano', 'cardano360', 'cardano']",19,['ada'],Input Output,500,2021-10-22 17:45:05 UTC
inputoutputhk,1451292354686722051,en,463,Maximum throughput and minimum latency.   That's Hydra.  #Cardano  https://t.co/4wHEhpVojq,['cardano'],84,[],Input Output,1991,2021-10-21 21:00:35 UTC
inputoutputhk,1451269575140589577,en,58,#ProjectCatalyst Fund6 voting is now closed!   We saw over 292k votes cast in Fund 6️⃣  !!  Thank you everyone for participating in the voting process! 👏   Our team is now working on tallying &amp; verifying all votes and getting ready to publish results next week! 💪 🎉   #Cardano  https://t.co/JaWgtQBKKC,"['projectcatalyst', 'cardano']",5,[],Input Output,323,2021-10-21 19:30:04 UTC
inputoutputhk,1451251954496180229,en,230,"Today with @BondlyFinance we're announcing our collaboration on the creation of a cross-chain ‘bridge’ to connect the #Cardano and Ethereum networks, allowing users to move their #NFTs between networks. Read more on the Bondly blog:   https://t.co/8fYZFUhjIn  https://t.co/g9g7B2QeTk","['cardano', 'nfts']",27,[],Input Output,975,2021-10-21 18:20:03 UTC
inputoutputhk,1451231931216113664,en,37,"Cardano Stack Exchange is a community-moderated Q&amp;A site where #Cardano developers can get expert answers to a variety of questions, ranging from installation queries to configuration and implementation details.  🤔 Got a technical question? 👇   https://t.co/UsI2iCxK7M",['cardano'],2,[],Input Output,238,2021-10-21 17:00:29 UTC
inputoutputhk,1451212250530947081,en,230,"NEW BLOG: With its modular, parameter-based approach, #Cardano has been architected with true scalability in mind. Here’s @khstandrews on how we’ll be continuing to tune and evolve the network as we grow👇  https://t.co/UYWUOkBBhu",['cardano'],62,[],Input Output,1176,2021-10-21 15:42:17 UTC
inputoutputhk,1451201747838513154,en,61,"IOHK &amp; @CardanoStiftung will never ask you for money, your password or your passphrase. We do not conduct giveaways.⛔  When you come across a suspicious account or a website, report it to Cardano Fraud Detection Bureau &amp; help the community stay safe!  🙏   https://t.co/x7mez4o1MM",[],9,[],Input Output,333,2021-10-21 15:00:33 UTC
inputoutputhk,1451049043308818432,en,29,⚠️ Please remember: #Daedalus is a full-node wallet for desktop ONLY. If you see a 'mobile Daedalus' – and these do appear on Android from time to time – it will be a scam trying to steal your seed phrase and your $ADA!,['daedalus'],1,['ada'],Input Output,171,2021-10-21 04:53:45 UTC
inputoutputhk,1451049039152173056,en,141,OUT NOW: #Daedalus 4.4.1  Daedalus 4.4.1 for the #Cardano mainnet is a maintenance release to fix an Electron-related issue that caused Daedalus to crash on some Windows-based installations.  https://t.co/uqk6Ji5GSs,"['daedalus', 'cardano']",42,[],Input Output,709,2021-10-21 04:53:44 UTC
inputoutputhk,1450869552242380800,en,86,"🗓️ #Cardano360 October edition - next Thursday 28th, 16:30 UTC Join us for a full spectrum #Cardano update with your regular host  @timbharrison, Input Output team &amp; guests. Subscribe to our Youtube &amp; hit the bell to be alerted on the day!  https://t.co/KUnhUBZfDx  https://t.co/dPK7fCfthT","['cardano360', 'cardano']",3,[],Input Output,356,2021-10-20 17:00:31 UTC
inputoutputhk,1450839378927005708,en,56,ICYMI: New deal promises democratization of financial services and access to capital across developing countries   @OasisProMarkets #Cardano   https://t.co/q3bJK2OiaU,['cardano'],6,[],Input Output,250,2021-10-20 15:00:37 UTC
inputoutputhk,1450839372190949385,en,42,"#ProjectCatalyst Fund6 voting is open until October 21, make sure to place your vote before @ 11:00 UTC! 🗓️   In this round, 711 proposals made it to the ballot &amp; looking to share funding of over $4M in $ADA! 🤩   See how you can contribute &amp; vote👇    https://t.co/dvytdN9nD7",['projectcatalyst'],3,['ada'],Input Output,170,2021-10-20 15:00:36 UTC
inputoutputhk,1450835141073506307,en,78,"Essential Cardano, the repo for the #Cardano ecosystem continues to grow thanks to your contributions! Over the last two weeks we added the following:   1️⃣ @Chainlink and @veritree_ under Strategic Partners and Collaborators 2️⃣ @CardanoPoolPeek in blockchain explorers",['cardano'],11,[],Input Output,464,2021-10-20 14:43:47 UTC
inputoutputhk,1450831701501005824,en,71,"Mid-week repo update: #Cardano code forges continue to burn bright with 2,527 GitHub commits this week &amp; counting...   To follow the latest code commits, bookmark the excellent  https://t.co/Tj4Ebgc65u   #Cardano $ADA  https://t.co/vUtDD2vEmc","['cardano', 'cardano']",12,['ada'],Input Output,457,2021-10-20 14:30:07 UTC
inputoutputhk,1450075508264390660,en,52,Please remember: Daedalus is a full-node wallet for desktop ONLY. If you see a 'mobile Daedalus' – and these do appear on Android from time to time – it will be a scam trying to steal your seed phrase and your ada!,[],1,[],Input Output,185,2021-10-18 12:25:16 UTC
inputoutputhk,1450069845161218053,en,8,"This version also brings support for the upcoming #Cardano maintenance release, including integrations with the latest versions of cardano-node and cardano-wallet.",['cardano'],2,[],Input Output,121,2021-10-18 12:02:46 UTC
inputoutputhk,1450069842128773127,en,244,"OUT NOW: #Daedalus 4.4.0   Daedalus 4.4.0 for the #Cardano mainnet includes a dedicated Tokens screen, an updated Electron version, and an option to unpair a hardware wallet.  https://t.co/0tzAWiTDKN","['daedalus', 'cardano']",106,[],Input Output,1166,2021-10-18 12:02:46 UTC
inputoutputhk,1449767289985851402,en,56,"🛠️ Are you #BuildingOnCardano?  🤔 Got a technical question?  👀 Looking for answers to support development?  👉 Sign up to #Cardano Stack Exchange (it only takes a minute!), bring your questions and the community will answer!   https://t.co/UsI2iCxK7M","['buildingoncardano', 'cardano']",14,[],Input Output,326,2021-10-17 16:00:31 UTC
inputoutputhk,1449457627751239684,en,120,"The #Cardano community includes 000s of creators &amp; coders. So each weekend, we like to do a shoutout or two.   Today, kudos to @adahandle &amp; 'custom wallet addresses for the #Cardano blockchain. Secured on-chain.'   Think someone should be featured? Tag them!👇 #CardanoCreators  https://t.co/zB0omkRoLg","['cardano', 'cardano', 'cardanocreators']",51,[],Input Output,787,2021-10-16 19:30:02 UTC
inputoutputhk,1449437060176269322,en,133,ON THE BLOG: The deal announced with @OasisProMarkets at #CardanoSummit2021 could turn out to be a game changer for millions of people across the world...   #DeFi #RealFi #Cardano $ADA   https://t.co/EO7Dxg1n72,"['cardanosummit2021', 'defi', 'realfi', 'cardano']",13,['ada'],Input Output,573,2021-10-16 18:08:19 UTC
inputoutputhk,1449072697305149440,en,58,"Every Friday, we publish our weekly #Cardano development update. So for the lowdown on what IOG's dev team has been working on last week, head on over and take a look👇    https://t.co/lVIJw3cxEk  https://t.co/0ToChrazaH",['cardano'],7,[],Input Output,351,2021-10-15 18:00:28 UTC
inputoutputhk,1449032229850648576,en,94,"NEW VIDEO: In October’s #Cardano mid-month development update we hear about the upcoming maintenance release, ongoing Plutus buildout and latest status on the Plutus Application Backend (PAB) integration work ⤵️   https://t.co/cxR1sxCz4t",['cardano'],4,[],Input Output,439,2021-10-15 15:19:39 UTC
inputoutputhk,1448747988113924106,en,932,#DeFi done right.   #Cardano  https://t.co/wHuRnHBfbx,"['defi', 'cardano']",172,[],Input Output,3363,2021-10-14 20:30:11 UTC
inputoutputhk,1448745436278411272,en,48,"⏰ Reminder: #ProjectCatalyst Fund6 voting is open until October 21, 2021 @ 11:00 UTC.   Pro tip: start browsing proposals via this community-made voter tool  https://t.co/HTIBieYuTt 👏  &amp; check our Fund6 Ultimate Voter Guide 📝   https://t.co/hN0et7ziSV   #Cardano  https://t.co/aDbYUgzFEo","['projectcatalyst', 'cardano']",4,[],Input Output,202,2021-10-14 20:20:03 UTC
inputoutputhk,1448715241961963520,en,170,"Our October #Cardano mid-month technical development update is coming tomorrow with the latest on #smartcontracts rollout, PAB, and more!   Make sure to subscribe to our YouTube &amp; hit the bell 🔔 to be alerted!  https://t.co/6CcCWRjSFv  https://t.co/WTf6Tb8n0H","['cardano', 'smartcontracts']",21,[],Input Output,760,2021-10-14 18:20:04 UTC
inputoutputhk,1448696822030118917,en,32,"NEW BLOG: Alongside all the keynotes, sessions and meetups at #CardanoSummit2021,the team was involved in not one but two challenge activities with the growing #PlutusPioneer &amp; #Cardano developer and community.  Read more and find out the winners:    https://t.co/vu6zy76Ohu","['cardanosummit2021', 'plutuspioneer', 'cardano']",4,[],Input Output,197,2021-10-14 17:06:52 UTC
inputoutputhk,1448665019944734720,en,53,"IOHK &amp; @CardanoStiftung will never ask you for money, your password or your passphrase. We do not conduct giveaways.⛔  When you come across a suspicious account or a website, report it to Cardano Fraud Detection Bureau &amp; help the community stay safe!  🙏   https://t.co/x7mez4o1MM",[],4,[],Input Output,291,2021-10-14 15:00:30 UTC
inputoutputhk,1448640454522671109,en,13,The Daedalus Flight program has been specially created for experienced #ada holders and power users who want to help us test new #Daedalus wallet features prior to full consumer release.,"['ada', 'daedalus']",2,[],Input Output,121,2021-10-14 13:22:53 UTC
inputoutputhk,1448640451683229699,en,135,"OUT NOW: #Daedalus Flight 4.4.0   A new release of Daedalus Flight adds a dedicated Tokens screen, an updated Electron version, and the facility to unpair a hardware wallet. It also adds support for an upcoming #Cardano maintenance release.  https://t.co/H29XLxAzX1","['daedalus', 'cardano']",19,[],Input Output,618,2021-10-14 13:22:52 UTC
inputoutputhk,1448637216285155329,en,78,"We’ve now published all of the sessions from #CardanoSummit2021 on our new site! Dive into a world of keynote presentations, talks, panels, and demos from #Cardano leaders, luminaries, and partners.  It’s all waiting for you, so watch whenever you like:  https://t.co/uU1RENQhUT","['cardanosummit2021', 'cardano']",9,[],Input Output,448,2021-10-14 13:10:01 UTC
inputoutputhk,1448327678063521792,en,86,"""With 30k+ unique wallets voting, #ProjectCatalyst has generated more participation than the top 10 DAOs combined."" - Dor Garbash, IO  Watch #CardanoSummit2021 session on 'The Power of Catalyst' &amp; help shape the future of #Cardano.  #BuildingOnCardano  https://t.co/lFYtVevxg7","['projectcatalyst', 'cardanosummit2021', 'cardano', 'buildingoncardano']",10,[],Input Output,346,2021-10-13 16:40:01 UTC
inputoutputhk,1448015757216976903,en,82,"#ProjectCatalyst in a nutshell:  🌐 Over 30k people from 169 counties ideating, collaborating &amp; #BuildingOnCardano 💪 Over 150 projects voted on &amp; funded in the last year 👉 Fund6 voting is on now with 711 ideas on the ballot!  Join us:  https://t.co/v1hNl9B2Ix  #Cardano $ADA  https://t.co/MkAWXCEReg","['projectcatalyst', 'buildingoncardano', 'cardano']",8,['ada'],Input Output,436,2021-10-12 20:00:34 UTC
inputoutputhk,1447992990413299725,en,45,"An incredible community is powering the #Cardano ecosystem.  Find out from @benohanlon &amp; team about the frameworks and channels being put into place to help mobilize the community around the principles of build, create and educate (+ collaborate!) ⤵️    https://t.co/uM9TjBL9cx",['cardano'],3,[],Input Output,253,2021-10-12 18:30:05 UTC
inputoutputhk,1447987614829645827,en,228,"Today is Ada Lovelace Day - celebrating one of the earliest tech pioneers &amp; programmers!  It is an international celebration of the achievements of women in science, technology, engineering &amp; math, to increase the profile of women in STEM #Cardano    https://t.co/bp1X6rC79z  https://t.co/tCgcvaoZHZ",['cardano'],28,[],Input Output,1102,2021-10-12 18:08:44 UTC
inputoutputhk,1447269238079623174,en,95,"NEW BLOG: Two weeks ago, we closed #CardanoSummit2021 with a keynote panel covering a broad sweep of topics from blockchain adoption to regulation, keeping it simple to making it real... here's a summary... #Cardano   https://t.co/fE6lsWv9o9","['cardanosummit2021', 'cardano']",20,[],Input Output,552,2021-10-10 18:34:09 UTC
inputoutputhk,1447226689822633989,en,66,"ICYMI: Light wallets will open up new markets to #crypto and #blockchain innovation. In this talk from #CardanoSummmit2021 learn more about light wallets, their features and benefits and how our work on them is progressing. #Cardano    https://t.co/12blv2T40u  https://t.co/axgPLdbf7F","['crypto', 'blockchain', 'cardanosummmit2021', 'cardano']",16,[],Input Output,343,2021-10-10 15:45:05 UTC
inputoutputhk,1447180114601680907,en,72,"In this session from #CardanoSummit2021, you will learn why scalability matters, how #Hydra fits in and the benefits our L2 solution will bring to the #Cardano #blockchain.   https://t.co/QIblyVv7u7  https://t.co/Oqbk2BcJwA","['cardanosummit2021', 'hydra', 'cardano', 'blockchain']",9,[],Input Output,351,2021-10-10 12:40:01 UTC
inputoutputhk,1446859551161061379,en,104,"Blockchain technology has the potential to improve the lives of billions of people. In his keynote, IO's Director of Education @LarsBrunjes explains the crucial role education plays in making this a reality.   #Cardano #blockchain  https://t.co/E0dfzKmpYN]","['cardano', 'blockchain']",11,[],Input Output,482,2021-10-09 15:26:13 UTC
inputoutputhk,1446581226240987148,en,69,"Every Friday, we publish our weekly #Cardano development update. So for the lowdown on what IOHK's dev team has been working on last week, head on over and take a look👇   https://t.co/AsqFiN5Vec  https://t.co/DSdtbKzf01",['cardano'],9,[],Input Output,421,2021-10-08 21:00:15 UTC
inputoutputhk,1446203796670107648,en,35,"In this session, Josh Miller takes us into the world of non-fungible tokens, what the community is doing with NFTs, and how #Cardano's approach to sustainability, scalability &amp; interoperability can create a seamless &amp; interactive #NFT experience👇  https://t.co/Gfjxlo0xG9  https://t.co/RKm9BEIY9Z","['cardano', 'nft']",17,[],Input Output,242,2021-10-07 20:00:28 UTC
inputoutputhk,1446196159341633547,en,39,"ICYMI: An overview of IO research &amp; its network of international academic partners by the company's chief scientist @sol3gga   Hear his explanations of how the #Cardano ecosystem benefits, and will continue to benefit, from fundamental research👇   https://t.co/5YEOXA3xK2  https://t.co/6lPC2bAU3I",['cardano'],5,[],Input Output,196,2021-10-07 19:30:08 UTC
inputoutputhk,1446128322144976905,en,189,"IOHK &amp; @CardanoStiftung will never ask you for money, your password or your passphrase. We do not conduct giveaways.⛔  When you come across a suspicious account or a website, report it to Cardano Fraud Detection Bureau &amp; help the community stay safe!  🙏   https://t.co/x7mez4FCEk",[],87,[],Input Output,756,2021-10-07 15:00:34 UTC
inputoutputhk,1446112615025893379,en,86,"#ProjectCatalyst Fund6 voting - here we go!  This round we saw over 44,5k wallets registered for voting holding 3.58B $ADA! That's 12k &amp; 400M more than in Fund5! Now it is time for you to decide the future of #Cardano and vote on 711 ideas on the ballot!  https://t.co/hN0et7hHul","['projectcatalyst', 'cardano']",12,['ada'],Input Output,434,2021-10-07 13:58:09 UTC
inputoutputhk,1445871538608107527,en,128,"""Today, when we look at telco, we see intersections between the use of identity and the movement of data. As @dish unleashes its next generation network, we see tremendous opportunity to move these innovations forward together."" @IOHK_Charles #Cardano  https://t.co/4upCxKnh31  https://t.co/E2XIqX8jJD",['cardano'],9,[],Input Output,648,2021-10-06 22:00:12 UTC
inputoutputhk,1445856427684155395,en,103,Leading the way in the positive use of decentralized #AI is CEO @singularity_net @bengoertzel who explains that projects within the #Cardano ecosystem will soon be able to directly interconnect with algorithms on the SingularityNET platform  $AGIX $ADA  https://t.co/pfskHNSDI4,"['ai', 'cardano']",12,"['agix', 'ada']",Input Output,469,2021-10-06 21:00:09 UTC
inputoutputhk,1445781026681221133,en,90,"Mid-week repo update: #Cardano code forges continue to burn bright with 2,535 GitHub commits this week &amp; counting...   To follow the latest code commits, bookmark the excellent  https://t.co/Tj4EbfUuGU   #Cardano $ADA #SmartContracts @Cardano  https://t.co/ciYeNP3i3C","['cardano', 'cardano', 'smartcontracts']",14,['ada'],Input Output,535,2021-10-06 16:00:32 UTC
inputoutputhk,1445770860074201091,en,88,"ICYMI: Visit  https://t.co/AuLhs1xYSz to hear @IOHK_Charles deliver the #CardanoSummit2021 keynote with his vision for the future of #Cardano and the path to financial inclusion for everyone, everywhere, plus announcements of landmark partnerships.  https://t.co/1NKGZvsq1q","['cardanosummit2021', 'cardano']",4,[],Input Output,427,2021-10-06 15:20:08 UTC
inputoutputhk,1445738140115750925,en,94,Developing countries have the opportunity to leapfrog the developed world because they don't have to deal with legacy systems. They can embrace projects like #Cardano to build new systems for finance &amp; create new forms of digital identity @dynalpatel  https://t.co/hcU6IUHPqS  https://t.co/89jVrQ76dc,['cardano'],9,[],Input Output,499,2021-10-06 13:10:07 UTC
inputoutputhk,1445710407549612036,en,0,"@CiaranT3 @Cardano @TradingWithPaul Thanks for reporting this! 🙏   It is important to remember that #Daedalus is a download-only full node wallet for Linux, Mac &amp; Windows PCs. It is NOT available as an Android or iOS mobile, or as browser extension. It is available download ONLY from  https://t.co/vh0H8nrCDC",['daedalus'],1,[],Input Output,15,2021-10-06 11:19:55 UTC
inputoutputhk,1445672401056919560,en,1,"@cake_nft @IOHK_Charles @CNFT_IO @Cardano The team is putting the finishing touches to the summit NFT redemption process. Since we are using a random 10 character generator for the redemption codes, we could only commence this process after the summit was over and files retrieved. Please bear with us a while longer 🙏🏻",[],1,[],Input Output,16,2021-10-06 08:48:54 UTC
inputoutputhk,1445424810255917056,en,117,"RealFi offers opportunity to real people, through real identity – creating real impact in the real world. Here's how to level up the economic playing field &amp; so drive real change, with more opportunities, greater equality &amp; fairness #Cardano  https://t.co/uU1RENQhUT  https://t.co/dI7BfgNCll",['cardano'],6,[],Input Output,528,2021-10-05 16:25:04 UTC
inputoutputhk,1445329826185875456,en,12,If you are #BuildingOnCardano &amp; your project is not included - we’d love to hear from you! Submit a PR and let's grow it together! Your feedback &amp; contributions are always welcome! #Cardano,"['buildingoncardano', 'cardano']",3,[],Input Output,124,2021-10-05 10:07:38 UTC
inputoutputhk,1445329821928730624,en,7,"In the last two weeks, we added contributions including ⤵️   👉 @cardeniacnft &amp; @CRYPTOZ00LOGY @cardano_gens NFT-MACHINE in Tools section 👉 @poolperks @crypto_heroe @Clawdano in NFT Projects",[],4,[],Input Output,24,2021-10-05 10:07:37 UTC
inputoutputhk,1445329819844104201,en,62,Our Essential Cardano GitHub repo continues to grow thanks to the community contributions &amp; input. We created it as a definitive list of all projects #BuildingOnCardano. Log a Pull request &amp; help us build this ever-growing resource 🙏  https://t.co/Rb7KWkimft,['buildingoncardano'],8,[],Input Output,369,2021-10-05 10:07:36 UTC
inputoutputhk,1445139248575877129,en,135,"At #CardanoSummit2021 we introduced the NEW Atala Prism Pioneers program – a new training course for devs &amp; government institutions building identity solutions into #Cardano DApps.   Registrations are now open, if you'd like to participate sign up here:  https://t.co/LPoYozP6mB  https://t.co/Znbr5Id5pZ","['cardanosummit2021', 'cardano']",11,[],Input Output,569,2021-10-04 21:30:20 UTC
inputoutputhk,1445116578211713038,en,57,How can #Cardano help create a more equitable world?   Watch the keynote from Input Output's strategic impact leader Dr Mihaela Ulieru for a glimpse of the future #CardanoSummit2021 ⬇️    https://t.co/uU1RENQhUT  https://t.co/J1lyYovjgk,"['cardano', 'cardanosummit2021']",4,[],Input Output,302,2021-10-04 20:00:15 UTC
inputoutputhk,1445057405990092806,en,88,"""Cardano. Technology. Ethos. Work ethic. They’re the leaders in the space. Decentralization protocols. Backed by IOHK. There was no other choice.”  Hear more from @MrTelecoms on how @WorldMobileTeam is connecting the unconnected, to bank the unbanked  https://t.co/QIKK7dP2lc",[],7,[],Input Output,420,2021-10-04 16:05:08 UTC
inputoutputhk,1444717887806218241,en,144,"ICYMI: #Ai is coming to #Cardano in the form of Grace, the AI robot developed by @awaken_health, a joint venture between @hansonrobotics and @singularity_net  #CardanoSummit2021  https://t.co/A3rg83Pt9v","['ai', 'cardano', 'cardanosummit2021']",27,[],Input Output,700,2021-10-03 17:36:00 UTC
inputoutputhk,1444425796513374208,en,72,"Dor Garbash on #ProjectCatalyst and the dynamics of #decentralized governance.  ""In order to grow and be resilient, it's actually essential that it grows at a slow and steady pace.""   Watch full keynote speech here:  https://t.co/uU1RENQhUT #Cardano $ADA #CardanoSummit2021  https://t.co/pSDkdyKB5c","['projectcatalyst', 'decentralized', 'cardano', 'cardanosummit2021']",9,['ada'],Input Output,376,2021-10-02 22:15:20 UTC
inputoutputhk,1444380490149007368,en,59,"""What really gets me up in the morning is that we have an opportunity to make a difference in the world.""   In his keynote speech from #Cardanosummit2021 @dynalpatel sets out the long-term vision for creating incredible products on #Cardano   https://t.co/uU1RENQhUT  https://t.co/3jCSO8FwJN","['cardanosummit2021', 'cardano']",5,[],Input Output,349,2021-10-02 19:15:18 UTC
inputoutputhk,1444333936730165251,en,62,"In his #CardanoSummit2021 keynote, our CFO Jeff Pollack, discusses building bridges between the traditional financial space and the emergent #blockchain industry. He reveals the IO strategy to extend fiscal power and identity around the world.  https://t.co/uU1RENQhUT  #Cardano  https://t.co/A7kUJxeO7o","['cardanosummit2021', 'blockchain', 'cardano']",6,[],Input Output,346,2021-10-02 16:10:19 UTC
inputoutputhk,1444062070048165888,en,91,"Every Friday, we publish our weekly #Cardano development update. So for the lowdown on what IOHK's dev team has been working on last week, head on over and take a look👇   https://t.co/vJImPn4hVw  https://t.co/jxSHXou9TB",['cardano'],6,[],Input Output,480,2021-10-01 22:10:01 UTC
inputoutputhk,1444030691658899456,en,87,"What will #Cardano look like in 2025?   Hear from CCO Jerry Fragiskatos as he presents statistics demonstrating adoption and ecosystem growth, and talks about the commercial department’s pipeline and future goals.   Full #Cardano360 keynote:  https://t.co/uU1RENQhUT  https://t.co/ygf4LwzlX9","['cardano', 'cardano360']",5,[],Input Output,427,2021-10-01 20:05:20 UTC
inputoutputhk,1443969312079945731,en,50,"ICYMI: Here's @IOHK_Charles' closing keynote from #CardanoSummit2021    https://t.co/rUggvnHvlh  For more videos from the event, check out  https://t.co/uU1RENQhUT – and there'll be more next week #Cardano $ADA","['cardanosummit2021', 'cardano']",4,['ada'],Input Output,290,2021-10-01 16:01:26 UTC
inputoutputhk,1443958891973419020,en,103,ICYMI: A new #Africa fund is investing $6m to finance the most innovative #blockchain projects on the continent. It was created in recognition of the unique opportunities for innovation in Africa and the continent's entrepreneurial spirit.  #Cardano   https://t.co/5D8yyk2XL5,"['africa', 'blockchain', 'cardano']",4,[],Input Output,484,2021-10-01 15:20:01 UTC
inputoutputhk,1443690368143290379,en,183,ICYMI: We've formed a strategic collaboration with @dish and @boostmobile to explore customer solutions using the #Cardano #blockchain across the Nasdaq-listed US satellite television and cellular network group.    https://t.co/4upCxKnh31,"['cardano', 'blockchain']",9,[],Input Output,794,2021-09-30 21:33:00 UTC
inputoutputhk,1443689835626209280,en,57,"""We have a tremendous amount of respect for the #Cardano ecosystem... for the technical team behind Cardano but also for the collaborative nature of the community as well.""   - Niki Ariyasinghe, Head of Blockchain Partnerships @Smart_Contract #CardanoSummit2021 on our new collab  https://t.co/V16wAxjdx4","['cardano', 'cardanosummit2021']",5,[],Input Output,342,2021-09-30 21:30:53 UTC
inputoutputhk,1443294529738715154,en,66,"Mid-week repo update: #Cardano code forges continue to burn bright with 2,779 GitHub commits this week &amp; counting...   To follow the latest code commits, bookmark the excellent  https://t.co/Tj4Ebgc65u   #Cardano $ADA #SmartContracts @Cardano  https://t.co/vwILnjv2yO","['cardano', 'cardano', 'smartcontracts']",14,['ada'],Input Output,434,2021-09-29 19:20:05 UTC
inputoutputhk,1443281231022632976,en,119,"NEW BLOG: At #CardanoSummit2021, we announced a strategic partnership with @AcuantCorp an authentication &amp; fraud prevention technology services provider. Its goal?   To create a safer decentralized finance #DeFi environment with Atala PRISM #Cardano $ADA   https://t.co/a1eYAqA6Wd","['cardanosummit2021', 'defi', 'cardano']",6,['ada'],Input Output,574,2021-09-29 18:27:15 UTC
inputoutputhk,1442975068045266945,en,75,"Decentralized technology is key to establishing standards for not just the next decade, but the next century. Input Output CTO @rom1_pellerin reveals the positive evolution of critical systems that #blockchain technology brings. #Cardano  Watch full video:  https://t.co/uU1REO7SMr  https://t.co/0tNeWhYjaA","['blockchain', 'cardano']",10,[],Input Output,395,2021-09-28 22:10:40 UTC
inputoutputhk,1442918326481481736,en,137,"ICYMI: During the #CardanoSummit2021, we announced an exciting new strategic collaboration with @Chainlink that will help developers build #smartcontracts for #Cardano #DeFi applications.  https://t.co/kOWFpiZS1b","['cardanosummit2021', 'smartcontracts', 'cardano', 'defi']",16,[],Input Output,753,2021-09-28 18:25:11 UTC
inputoutputhk,1442911769073106944,en,452,"#Cardano never sleeps. Neither does @IOHK_Charles who, right after the epic #CardanoSummit2021 flew straight from Laramie, WY to Washington, D.C. to deliver a monumental keynote to the Government Blockchain Assoc. Plus a two hour ""questions marathon"" 🙌💪   https://t.co/y36LfJnbdC  https://t.co/DhrDMxxzTW","['cardano', 'cardanosummit2021']",142,[],Input Output,2611,2021-09-28 17:59:08 UTC
inputoutputhk,1442901442566574080,en,134,"NEW BLOG: Announced this weekend at #CardanoSummit2021, Dish Network and Input Output Global (IOG) have formed a strategic collaboration to explore using the #Cardano blockchain across the Nasdaq-listed US satellite TV &amp; cellular network group.    https://t.co/z6e2i6lVN4","['cardanosummit2021', 'cardano']",16,[],Input Output,560,2021-09-28 17:18:06 UTC
inputoutputhk,1442548063264862208,en,183,"Around about today, in 2017, we made the first #Cardano code release.  Today, our team covers over 50 countries &amp; is joined by a global community of thousands of coders &amp; creators all helping to build #Cardano. It’s as good a day as any to raise a 🍺 in celebration of 4 years!  https://t.co/5GRvWZrdg3","['cardano', 'cardano']",49,[],Input Output,1589,2021-09-27 17:53:54 UTC
inputoutputhk,1442353365023969280,en,154,NEW BLOG: IOHK &amp; @OasisProMarkets have formed a ground-breaking partnership to develop an alternative trading system that will use #blockchain technology to open up participation in primary bond markets to developing countries #CardanoSummit2021 #Cardano  https://t.co/R4i6XRrVNw,"['blockchain', 'cardanosummit2021', 'cardano']",14,[],Input Output,729,2021-09-27 05:00:14 UTC
inputoutputhk,1442267597718765568,en,363,"An incredible community. An incredible journey. And we're just getting started...  As #CardanoSummit2021 draws to a close, here's @timbharrison with a recap of an incredible weekend.   #CardanoSummit2021 #Cardano $ADA @cardano  https://t.co/6pQWc7EsS8","['cardanosummit2021', 'cardanosummit2021', 'cardano']",48,['ada'],Input Output,1487,2021-09-26 23:19:25 UTC
inputoutputhk,1442264706241241092,en,649,"At the #CardanoSummit2021 stage in Laramie, Wyoming @IOHK_Charles &amp; @shahafbg announced that @COTInetwork would be the official issuer of #Djed, a new stablecoin for #Cardano  https://t.co/ifm9S6WAz6","['cardanosummit2021', 'djed', 'cardano']",88,[],Input Output,2725,2021-09-26 23:07:56 UTC
